Dataset,User_N,SensitiveATT,Pro_N,Pro_percent,TargetAtt,Alpha,rKL,rND,rRD
credit,50,attr_val,30,60,score,DTC25,0.02767371224740935,0.1664962667342429,0.2849599959400935
german,50,attr_val,19,38,score,DIC25,0.004720767491149776,0.06880869974281531,0.03385345606798999
credit,50,attr_val,30,60,score,DIC25,0.027705833278156792,0.1664962667342429,0.2849599959400935
german,50,attr_val,24,48,score,DPC26,0.15336065259668047,0.4001177234803241,0.5230049577195129
credit,50,attr_val,32,64,score,DPC26,0.0395952791618797,0.22854493882957908,0.4095655690377025
german,50,attr_val,24,48,score,DTC26,0.15336065259668047,0.3965429432945865,0.5230049577195129
credit,50,attr_val,32,64,score,DTC26,0.038243894434068004,0.22854493882957908,0.4095655690377025
german,50,attr_val,24,48,score,DIC26,0.13166229280079306,0.2975940704627306,0.37790624319172206
credit,50,attr_val,32,64,score,DIC26,0.03149954294205438,0.22854493882957908,0.4095655690377025
german,50,attr_val,18,36,score,DPC27,0.01493756443152856,0.11322442143539956,0.1593237925681873
credit,50,attr_val,32,64,score,DPC27,0.024840235808887657,0.15645724928070878,0.28666801085626653
german,50,attr_val,18,36,score,DTC27,0.01493756443152856,0.11057281877128508,0.1593237925681873
credit,50,attr_val,32,64,score,DTC27,0.027155387630007,0.15645724928070878,0.28666801085626653
german,50,attr_val,18,36,score,DIC27,0.04140927571666875,0.17125440580244836,0.027274988775298825
credit,50,attr_val,32,64,score,DIC27,0.02492324835433533,0.15645724928070878,0.28666801085626653
german,50,attr_val,23,46,score,DPC28,0.04652706170170142,0.20105322426282457,0.24971026735653043
credit,50,attr_val,29,58,score,DPC28,0.019511465369282627,0.12011643503858345,0.056452841799378976
german,50,attr_val,23,46,score,DTC28,0.04652706170170142,0.20170540459315645,0.24971026735653043
credit,50,attr_val,29,58,score,DTC28,0.01916075645997248,0.12011643503858345,0.056452841799378976
german,50,attr_val,23,46,score,DIC28,0.05202506006296423,0.23989796635431684,0.35891098897964663
credit,50,attr_val,29,58,score,DIC28,0.019511465369282627,0.12011643503858345,0.056452841799378976
german,50,attr_val,23,46,score,DPC29,0.03306009881169929,0.16746943916736634,0.011635268327271773
credit,50,attr_val,35,70,score,DPC29,0.16833556665990693,0.4300351127361403,0.5884827533173534
german,50,attr_val,23,46,score,DTC29,0.03306009881169929,0.16663049179369488,0.011635268327271773
credit,50,attr_val,35,70,score,DTC29,0.17921555183313226,0.4300351127361403,0.5884827533173534
german,50,attr_val,23,46,score,DIC29,0.03797610267427692,0.18911943528837716,0.13026911072448744
credit,50,attr_val,35,70,score,DIC29,0.17372714628177235,0.4300351127361403,0.5884827533173534
german,50,attr_val,28,56,score,DPC30,0.004078709270264433,0.07230325788525317,0.04072624373151819
credit,50,attr_val,31,62,score,DPC30,0.040472033522993944,0.2243023231823049,0.1319438822002406
german,50,attr_val,28,56,score,DTC30,0.004112373481423917,0.07230325788525317,0.04072624373151819
credit,50,attr_val,31,62,score,DTC30,0.04856206991075901,0.2243023231823049,0.1319438822002406
german,50,attr_val,28,56,score,DIC30,0.014531028743152584,0.13960013904775787,0.1537496307848439
credit,50,attr_val,31,62,score,DIC30,0.049971024094469595,0.23665165557876233,0.15331236386453234
german,50,attr_val,17,34,score,DPC31,0.18822250593268305,0.324558871038922,0.49397045537939943
credit,50,attr_val,31,62,score,DPC31,0.1357909522275415,0.4157569403259677,0.5986833260811593
german,50,attr_val,17,34,score,DTC31,0.18822250593268305,0.31942687215166277,0.49397045537939943
credit,50,attr_val,31,62,score,DTC31,0.1377276732104084,0.4157569403259677,0.5986833260811593
german,50,attr_val,17,34,score,DIC31,0.16491003422108683,0.27552954636614757,0.42636901593516474
credit,50,attr_val,31,62,score,DIC31,0.15999799638399828,0.4157569403259677,0.5986833260811593
german,50,attr_val,24,48,score,DPC32,0.014304227171713499,0.1254699470845815,0.0
credit,50,attr_val,32,64,score,DPC32,0.031483612250511134,0.16998981607633862,0.01698099185051061
german,50,attr_val,24,48,score,DTC32,0.014304227171713499,0.1254699470845815,0.0
credit,50,attr_val,32,64,score,DTC32,0.037400521184377596,0.16998981607633862,0.01698099185051061
german,50,attr_val,24,48,score,DIC32,0.006443600719859183,0.07400072287172069,0.018639208240541497
credit,50,attr_val,32,64,score,DIC32,0.030372366561694467,0.1924969848484027,0.0
german,50,attr_val,12,24,score,DPC33,0.02686270760066819,0.12540238350239316,0.0
credit,50,attr_val,37,74,score,DPC33,0.06311831598592134,0.35309052256987183,0.6140452964457594
german,50,attr_val,12,24,score,DTC33,0.02686270760066819,0.12540238350239316,0.0
credit,50,attr_val,37,74,score,DTC33,0.0832540546740216,0.35309052256987183,0.6140452964457594
german,50,attr_val,12,24,score,DIC33,0.025208884281961417,0.11656050752994189,0.00836647957818573
credit,50,attr_val,37,74,score,DIC33,0.05917776584899635,0.3338885835384531,0.5954843029860134
german,50,attr_val,23,46,score,DPC34,0.034489711170158636,0.1793569146996747,0.03193497754390352
credit,50,attr_val,30,60,score,DPC34,0.11240683793465439,0.29305177954930156,0.41730529152633095
german,50,attr_val,23,46,score,DTC34,0.034489711170158636,0.18023950257296137,0.03193497754390352
credit,50,attr_val,30,60,score,DTC34,0.09353872118617779,0.29305177954930156,0.41730529152633095
german,50,attr_val,23,46,score,DIC34,0.033381958741672935,0.1671354471148013,0.009539019266360775
credit,50,attr_val,30,60,score,DIC34,0.10860410209286599,0.26865485782999654,0.3741111835530422
german,50,attr_val,17,34,score,DPC35,0.00651842366127105,0.06787025395378228,0.12673231036415866
credit,50,attr_val,39,78,score,DPC35,0.003087051546671397,0.07509749876771067,0.15867183835891524
german,50,attr_val,17,34,score,DTC35,0.00651842366127105,0.06841112006992194,0.12673231036415866
credit,50,attr_val,39,78,score,DTC35,0.0027288915495546555,0.07509749876771067,0.15867183835891524
german,50,attr_val,17,34,score,DIC35,0.010224146609614381,0.08694059440567721,0.0
credit,50,attr_val,39,78,score,DIC35,0.002359121723138253,0.061392089624330154,0.1275723572323851
german,50,attr_val,21,42,score,DPC36,0.07564614793925199,0.25676307157399486,0.0
credit,50,attr_val,29,58,score,DPC36,0.04278293936644603,0.19658470341721523,0.3220044209542912
german,50,attr_val,21,42,score,DTC36,0.07564614793925199,0.25476395138043717,0.0
credit,50,attr_val,29,58,score,DTC36,0.04278293936644603,0.19658470341721523,0.3220044209542912
german,50,attr_val,21,42,score,DIC36,0.06258601863271428,0.23091243344069187,0.0
credit,50,attr_val,29,58,score,DIC36,0.044457996132097666,0.2090009614963412,0.34395130223167897
german,50,attr_val,22,44,score,DPC37,0.014728714205016242,0.11831825792720059,0.20009741511524018
